Cliente;Direccion;Localidad;FechaComprobante;FechaEntrega;FechaCarga;NroComprobante;TipoDeVenta;Empresa;Codigo;CantBase;ImporteNetoItem;ImporteItem;RazonSocial;MotivoDevolucion;Descuento;CodVendedor;Vendedor;RutaPreventa;Articulo;NetoItem;Reparto;ComentarioInterno;Ramo;Subramo;PrecioCosto;Chofer;valorDescuento;Mon_Simbolo;Mon_Decimales;Proveedor;PesoKg;ImpuestoInterno;CondicionPago;FechaLiquidacion;ComboCodigo;Marca;Linea;Sabor;Calibre;Familia;Rubro;Tags;Promociones;SegmentoRentabilidad;CodSupervisor;NomSupervisor;Origen;ComprobanteReferencia;Etiqueta;VentaDirecta;NumeroVenta;Pendiente;ListaPrecio;Taxonomia;OrdenPreparacion;FechaPreparacion;Bodeguista;BodeguistaNombre
2410;SAN MARTIN 231;DEVOTO;10/4/2026;11/4/2026;10/4/2026;FAC-B0006-00013118;Venta;P&P LOGISTICA S.R.L;74438;6;20379,49;24659,19;SOCIEDAD COSMOPOLITA DE SOCORROS  MUTUOS;;10,00%;10;ORTEGA MILAGROS DESIREE;1050;ALMA MORA BLEND BLANCO 6X750;3396,58;3585;;TRADITIONAL TRADE;Autoservicio Tradicional;16987,14;BLAS ALMADA;377,4;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;13/4/2026 08:36;;Alma Mora;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;153740;0;Lista General;Autoservicio Tradicional - P;12426;10/4/2026;BD-003;VILLAFAÑE MARIANO
2410;SAN MARTIN 231;DEVOTO;10/4/2026;11/4/2026;10/4/2026;FAC-B0006-00013118;Venta;P&P LOGISTICA S.R.L;72859;6;14260,16;17254,79;SOCIEDAD COSMOPOLITA DE SOCORROS  MUTUOS;;10,00%;10;ORTEGA MILAGROS DESIREE;1050;F.LAS MORAS MALBEC 6X750;2376,69;3585;;TRADITIONAL TRADE;Autoservicio Tradicional;11863,44;BLAS ALMADA;264,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;13/4/2026 08:36;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;153740;0;Lista General;Autoservicio Tradicional - P;12426;10/4/2026;BD-003;VILLAFAÑE MARIANO
293;AV. JOSE HERNANDEZ 465;RIO PRIMERO;10/4/2026;13/4/2026;10/4/2026;FAC-B0006-00013129;Venta;P&P LOGISTICA S.R.L;35105;6;11608,38;14046,14;RENJIFO CAROLINA;;0,00%;6;PEYRONEL ANDREA;6050;SMF ICE RED BERRIE LAT 4X6X473;1934,73;3583;;TRADITIONAL TRADE;Almacen/Despensa;8882,64;DELGADO MAYCO JOAQUIN;0;$;2;GRUPO PEÑAFLOR SA;2,838;0;Contado;14/4/2026 09:15;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;153773;0;Lista General;Almacen/Despensa - B;12427;10/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;74393;6;19801,18;23959,43;UALAS ELIAS EZEQUIEL;;8,00%;7;JOFRE GUILLERMO AGUSTIN;7005;DADA FMORAS N°1 6X750;3300,2;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;15339;CHOFER VILLA DOLORES BEBIDA;286,97;$;2;GRUPO PEÑAFLOR SA;4,5;0;7 días fecha de factura;;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;74395;6;19801,18;23959,43;UALAS ELIAS EZEQUIEL;;8,00%;7;JOFRE GUILLERMO AGUSTIN;7005;DADA FMORAS N°2 6X750 ;3300,2;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;15339;CHOFER VILLA DOLORES BEBIDA;286,97;$;2;GRUPO PEÑAFLOR SA;4,5;0;7 días fecha de factura;;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;74394;6;19801,18;23959,43;UALAS ELIAS EZEQUIEL;;8,00%;7;JOFRE GUILLERMO AGUSTIN;7005;DADA FMORAS N°3 6X750;3300,2;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;16146,3;CHOFER VILLA DOLORES BEBIDA;286,97;$;2;GRUPO PEÑAFLOR SA;4,5;0;7 días fecha de factura;;;Dada;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;35104;6;11608,38;14046,14;UALAS ELIAS EZEQUIEL;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;SMF ICE GREENAPPLE LAT 4X6X473;1934,73;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;8882,64;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;2,838;0;7 días fecha de factura;;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;35105;6;11608,38;14046,14;UALAS ELIAS EZEQUIEL;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;SMF ICE RED BERRIE LAT 4X6X473;1934,73;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;8882,64;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;2,838;0;7 días fecha de factura;;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;35103;6;11608,38;14046,14;UALAS ELIAS EZEQUIEL;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;SMIRNOFF ICE LATA 4X6X473;1934,73;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;8882,64;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;2,838;0;7 días fecha de factura;;;Smirnoff Ice;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8049;RUTA 15 15;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-B0008-00000513;Venta;P&P LOGISTICA S.R.L;30023;3;33295,68;40287,78;UALAS ELIAS EZEQUIEL;;6,00%;7;JOFRE GUILLERMO AGUSTIN;7005;WHITE HORSE DO 12X750;11098,56;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;27103,77;CHOFER VILLA DOLORES BEBIDA;708,42;$;2;GRUPO PEÑAFLOR SA;2,25;0;7 días fecha de factura;;;White Horse;Standard (S);No definido;;;Whisky;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153598;1;Lista General;Autoservicio Tradicional - B;12398;9/4/2026;BD-003;VILLAFAÑE MARIANO
8040;AVENIDA BELGRANO 1200;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042238;Venta;Empresa;35105;18;34825,14;42138,42;MIDEY RUTH ELIZABETH;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;SMF ICE RED BERRIE LAT 4X6X473;1934,73;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;26647,92;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;8,514;0;Contado;;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153449;1;Lista General;Autoservicio Tradicional - B;12382;9/4/2026;BD-003;VILLAFAÑE MARIANO
8040;AVENIDA BELGRANO 1200;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042238;Venta;Empresa;35104;18;34825,14;42138,42;MIDEY RUTH ELIZABETH;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;SMF ICE GREENAPPLE LAT 4X6X473;1934,73;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;26647,92;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;8,514;0;Contado;;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153449;1;Lista General;Autoservicio Tradicional - B;12382;9/4/2026;BD-003;VILLAFAÑE MARIANO
8040;AVENIDA BELGRANO 1200;CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042238;Venta;Empresa;35103;18;34825,14;42138,42;MIDEY RUTH ELIZABETH;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;SMIRNOFF ICE LATA 4X6X473;1934,73;3578;;TRADITIONAL TRADE;Autoservicio Tradicional;26647,92;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;8,514;0;Contado;;;Smirnoff Ice;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153449;1;Lista General;Autoservicio Tradicional - B;12382;9/4/2026;BD-003;VILLAFAÑE MARIANO
7882;RUTA 14 14;LAS TAPIAS;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042239;Venta;Empresa;74210;6;20867,21;25249,32;LIGORRIA SILVIA ELENA ;;6,00%;9;SANCHEZ FERNANDO JAVIER;9004;ALMA MORA MALBEC 6X750;3477,87;3579;;TRADITIONAL TRADE;Almacen/Despensa;16978,08;CHOFER VILLA DOLORES BEBIDA;221,99;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;15/4/2026 16:51;;Alma Mora;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153473;0;Lista General;Almacen/Despensa - B;12383;9/4/2026;BD-003;VILLAFAÑE MARIANO
7882;RUTA 14 14;LAS TAPIAS;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042239;Venta;Empresa;72859;6;14893,94;18021,67;LIGORRIA SILVIA ELENA ;;6,00%;9;SANCHEZ FERNANDO JAVIER;9004;F.LAS MORAS MALBEC 6X750;2482,32;3579;;TRADITIONAL TRADE;Almacen/Despensa;11863,44;CHOFER VILLA DOLORES BEBIDA;158,45;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;15/4/2026 16:51;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153473;0;Lista General;Almacen/Despensa - B;12383;9/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;42102;6;17729,71;21452,95;BENEGAS SERGIO RUBEN;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7005;ELEMENTOS MALBEC 6X750 ;2954,95;3578;;TRADITIONAL TRADE;Almacen/Despensa;14039,52;CHOFER VILLA DOLORES BEBIDA;328,33;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;74210;6;20378,79;24658,34;BENEGAS SERGIO RUBEN;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7005;ALMA MORA MALBEC 6X750;3396,47;3578;;TRADITIONAL TRADE;Almacen/Despensa;16978,08;CHOFER VILLA DOLORES BEBIDA;377,39;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;;;Alma Mora;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;74814;6;16402,23;19846,7;BENEGAS SERGIO RUBEN;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7005;CAZADOR MALBEC 6X750;2733,71;3578;;TRADITIONAL TRADE;Almacen/Despensa;13671,96;CHOFER VILLA DOLORES BEBIDA;303,75;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;;;;;;;;;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;74816;6;16402,23;19846,7;BENEGAS SERGIO RUBEN;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7005;CAZADOR BLANCO DULCE 6X750;2733,71;3578;;TRADITIONAL TRADE;Almacen/Despensa;13671,96;CHOFER VILLA DOLORES BEBIDA;303,75;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;;;;;;;;;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;72859;6;14260,16;17254,79;BENEGAS SERGIO RUBEN;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7005;F.LAS MORAS MALBEC 6X750;2376,69;3578;;TRADITIONAL TRADE;Almacen/Despensa;11863,44;CHOFER VILLA DOLORES BEBIDA;264,08;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;14583;12;24171;29246,91;BENEGAS SERGIO RUBEN;;0,00%;7;JOFRE GUILLERMO AGUSTIN;7005;FRIZZE EVOL BLUE NEW X1000;2014,25;3578;;TRADITIONAL TRADE;Almacen/Despensa;18132,84;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;12;0;Contado;;;#¿NOMBRE?;RTD (S);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
8035;AV CURA BROCHERO S/N 0;VILLA CURA BROCHERO;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042240;Venta;Empresa;74570;6;32979,74;39905,49;BENEGAS SERGIO RUBEN;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7005;LOS INTOCABLES MALBEC 6X750;5496,62;3578;;TRADITIONAL TRADE;Almacen/Despensa;26898,9;CHOFER VILLA DOLORES BEBIDA;610,74;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;;;;Premium;No definido;;;Vino de Guarda;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153592;1;Lista General;Almacen/Despensa - B;12398;10/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;30134;6;60640,43;73374,93;MORALES CARRERAS DIANA JESICA ;;6,00%;9;SANCHEZ FERNANDO JAVIER;9005;GORDON´S PINK GIN 6X700;10106,74;3579;;TRADITIONAL TRADE;Almacen/Despensa;49363,26;CHOFER VILLA DOLORES BEBIDA;645,11;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;15/4/2026 16:51;;#¿NOMBRE?;Standard (S);No definido;;-No Definido-;Gin;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;30075;6;55367,37;66994,52;MORALES CARRERAS DIANA JESICA ;;6,00%;9;SANCHEZ FERNANDO JAVIER;9005;GORDON´S GIN 6x700;9227,9;3579;;TRADITIONAL TRADE;Almacen/Despensa;45070,8;CHOFER VILLA DOLORES BEBIDA;589,01;$;2;GRUPO PEÑAFLOR SA;4,2;0;Contado;15/4/2026 16:51;;Gordon´s;Standard (S);No definido;;;Gin;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;72859;10;24295,08;29397,05;MORALES CARRERAS DIANA JESICA ;;8,00%;9;SANCHEZ FERNANDO JAVIER;9005;F.LAS MORAS MALBEC 6X750;2429,51;3579;;TRADITIONAL TRADE;Almacen/Despensa;19772,4;CHOFER VILLA DOLORES BEBIDA;211,26;$;2;GRUPO PEÑAFLOR SA;7,5;0;Contado;15/4/2026 16:51;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;74473;6;30753,57;37211,82;MORALES CARRERAS DIANA JESICA ;;6,00%;9;SANCHEZ FERNANDO JAVIER;9005;DADA ESPUMANTE ROS6X750 ;5125,59;3579;;TRADITIONAL TRADE;Almacen/Despensa;24293,1;CHOFER VILLA DOLORES BEBIDA;327,17;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;15/4/2026 16:51;;Champaña Dada;Champaña Alta y Premium;No definido;;;Espumantes;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;74446;6;30753,57;37211,82;MORALES CARRERAS DIANA JESICA ;;6,00%;9;SANCHEZ FERNANDO JAVIER;9005;DADA 7 SWEET  6X750;5125,59;3579;;TRADITIONAL TRADE;Almacen/Despensa;24305,28;CHOFER VILLA DOLORES BEBIDA;327,17;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;15/4/2026 16:51;;;;;;;;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;35105;24;46433,52;56184,56;MORALES CARRERAS DIANA JESICA ;;0,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMF ICE RED BERRIE LAT 4X6X473;1934,73;3579;;TRADITIONAL TRADE;Almacen/Despensa;35530,56;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;15/4/2026 16:51;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;9/4/2026;9/4/2026;FAC-A0001-00042241;Venta;Empresa;35107;12;24377,52;29496,8;MORALES CARRERAS DIANA JESICA ;;0,00%;9;SANCHEZ FERNANDO JAVIER;9005;GORDON´S TONIC 4X6X473;2031,46;3579;;TRADITIONAL TRADE;Almacen/Despensa;18653,4;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;5,676;0;Contado;15/4/2026 16:51;;Gordon´s;RTD (S);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153596;0;Lista General;Almacen/Despensa - A;12400;9/4/2026;BD-003;VILLAFAÑE MARIANO
7847;BUENOS AIRES 0;LA PAZ;10/4/2026;10/4/2026;10/4/2026;FAC-A0001-00042245;Venta;Empresa;42113;6;17138,72;20737,85;MORALES CARRERAS DIANA JESICA ;;13,00%;9;SANCHEZ FERNANDO JAVIER;9005;ELEMENTOS TORRONTES DLCE6X750 ;2856,45;3589;;TRADITIONAL TRADE;Almacen/Despensa;14778,42;CHOFER VILLA DOLORES BEBIDA;426,83;$;2;GRUPO PEÑAFLOR SA;4,5;0;Contado;15/4/2026 15:58;;ELEMENTOS;Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153634;0;Lista General;Almacen/Despensa - A;12433;10/4/2026;BD-003;VILLAFAÑE MARIANO
8146;BELGRANO 1264;VILLA DOLORES;10/4/2026;10/4/2026;10/4/2026;FAC-A0001-00042246;Venta;Empresa;35104;24;46433,52;56184,56;GIL MONICA RUTH ;;0,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMF ICE GREENAPPLE LAT 4X6X473;1934,73;3588;;TRADITIONAL TRADE;Almacen/Despensa;35530,56;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153708;1;Lista General;Almacen/Despensa - B;12431;10/4/2026;BD-003;VILLAFAÑE MARIANO
8146;BELGRANO 1264;VILLA DOLORES;10/4/2026;10/4/2026;10/4/2026;FAC-A0001-00042246;Venta;Empresa;35105;24;46433,52;56184,56;GIL MONICA RUTH ;;0,00%;9;SANCHEZ FERNANDO JAVIER;9005;SMF ICE RED BERRIE LAT 4X6X473;1934,73;3588;;TRADITIONAL TRADE;Almacen/Despensa;35530,56;CHOFER VILLA DOLORES BEBIDA;0;$;2;GRUPO PEÑAFLOR SA;11,352;0;Contado;;;Smirnoff Ice Flavours;RTD (s);No definido;;;RTD (S);PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153708;1;Lista General;Almacen/Despensa - B;12431;10/4/2026;BD-003;VILLAFAÑE MARIANO
1219;AV MANUEL CUESTAS 112;Villa Sarmiento;10/4/2026;10/4/2026;10/4/2026;FAC-A0001-00042247;Venta;Empresa;30075;6;55367,37;66994,52;DAMBOLENA EMILIANO DANIEL;;6,00%;9;SANCHEZ FERNANDO JAVIER;9005;GORDON´S GIN 6x700;9227,9;3588;;TRADITIONAL TRADE;Almacen/Despensa;45070,8;CHOFER VILLA DOLORES BEBIDA;589,01;$;2;GRUPO PEÑAFLOR SA;4,2;0;Contado;;;Gordon´s;Standard (S);No definido;;;Gin;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153711;1;Lista General;Almacen/Despensa - C;12431;10/4/2026;BD-003;VILLAFAÑE MARIANO
672;VICENTE CASTRO 132;Nono;10/4/2026;10/4/2026;10/4/2026;FAC-A0001-00042248;Venta;Empresa;74814;3;7745,5;9372,05;JOSE IGNACIOHAUKE FONSECA;;15,00%;7;JOFRE GUILLERMO AGUSTIN;7006;CAZADOR MALBEC 6X750;2581,83;3587;;TRADITIONAL TRADE;Almacen/Despensa;6835,98;CHOFER VILLA DOLORES BEBIDA;455,62;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;13/4/2026 10:21;;;;;;;;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153777;0;Lista General;Almacen/Despensa - C;12430;10/4/2026;BD-003;VILLAFAÑE MARIANO
672;VICENTE CASTRO 132;Nono;10/4/2026;10/4/2026;10/4/2026;FAC-A0001-00042248;Venta;Empresa;72859;3;7130,08;8627,4;JOSE IGNACIOHAUKE FONSECA;;10,00%;7;JOFRE GUILLERMO AGUSTIN;7006;F.LAS MORAS MALBEC 6X750;2376,69;3587;;TRADITIONAL TRADE;Almacen/Despensa;5931,72;CHOFER VILLA DOLORES BEBIDA;264,08;$;2;GRUPO PEÑAFLOR SA;2,25;0;Contado;13/4/2026 10:21;;Finca Las Moras;Medio Alto;No definido;;;Vinos del Año;PEÑAFLOR GRUPO OBJETIVO;;;1002;BENITEZ RAUL;AXUM;;;False;153777;0;Lista General;Almacen/Despensa - C;12430;10/4/2026;BD-003;VILLAFAÑE MARIANO
